TOPIC,PMID,OFFSET,LENGTH,Total_PMID,Location
186,15123653,69342,1324,4,jbc-2004
186,15123653,70669,1440,4,jbc-2004
168,15123655,9836,2200,2,jbc-2004
168,15123655,7140,2693,2,jbc-2004
162,15123657,5153,2292,1,jbc-2004
162,15123663,5173,3168,1,jbc-2004
168,15123669,50442,570,1,jbc-2004
160,15123682,62526,748,4,jbc-2004
160,15123682,4236,2227,4,jbc-2004
160,15123682,8183,775,4,jbc-2004
160,15123682,9916,1384,4,jbc-2004
179,15123688,76997,1100,1,jbc-2004
173,15123720,67914,790,3,jbc-2004
173,15123720,68707,1656,3,jbc-2004
173,15123720,5379,2782,3,jbc-2004
187,15123727,48277,1821,1,jbc-2004
161,15123735,12372,408,5,jcb
164,15123735,90708,428,5,jcb
165,15123735,92677,416,5,jcb
166,15123735,18868,1180,5,jcb
186,15123735,106798,551,5,jcb
161,15123743,68366,22170,1,jexpmed
161,15126504,0,930,1,jbc-2004
185,15126509,9387,1668,1,jbc-2004
162,15126594,34210,374,1,jnci
162,15126596,4018,449,1,jnci
163,15126603,148537,12802,3,jnci
163,15126603,22036,2142,3,jnci
184,15126603,6725,3747,3,jnci
166,15126605,69092,3641,1,jnci
174,15126611,1053,1104,1,jnci
170,15126620,61876,2567,1,jcs
165,15126630,74388,3402,37,jcs
165,15126630,37738,913,37,jcs
165,15126630,54572,1179,37,jcs
165,15126630,63042,2860,37,jcs
165,15126630,39591,1345,37,jcs
165,15126630,15536,507,37,jcs
165,15126630,90839,603,37,jcs
165,15126630,61865,352,37,jcs
165,15126630,59587,1794,37,jcs
165,15126630,72338,1197,37,jcs
165,15126630,11071,3018,37,jcs
165,15126630,55857,1205,37,jcs
165,15126630,41303,541,37,jcs
165,15126630,57065,1167,37,jcs
165,15126630,43429,3163,37,jcs
165,15126630,35899,1752,37,jcs
165,15126630,62443,446,37,jcs
165,15126630,38654,934,37,jcs
165,15126630,80395,980,37,jcs
165,15126630,41847,1495,37,jcs
165,15126630,51616,1744,37,jcs
165,15126630,41023,277,37,jcs
165,15126630,14092,1441,37,jcs
165,15126630,71756,579,37,jcs
165,15126630,65905,1161,37,jcs
165,15126630,81378,1909,37,jcs
165,15126630,68647,3106,37,jcs
165,15126630,24880,1490,37,jcs
165,15126630,62220,220,37,jcs
165,15126630,33116,2780,37,jcs
165,15126630,53363,1206,37,jcs
165,15126630,73538,847,37,jcs
165,15126630,46595,1408,37,jcs
165,15126630,48090,1241,37,jcs
165,15126630,58319,1265,37,jcs
165,15126630,83290,2961,37,jcs
165,15126630,87599,3237,37,jcs
160,15126640,27599,1441,2,jcs
160,15126640,3239,2546,2,jcs
161,15126644,69542,1682,1,physiogenomics
160,15126645,45286,857,2,physiogenomics
181,15126645,66876,2257,2,physiogenomics
164,15128608,11704,2157,5,ajepidem
164,15128608,6434,1463,5,ajepidem
165,15128608,6434,1463,5,ajepidem
165,15128608,4134,2297,5,ajepidem
165,15128608,809,3086,5,ajepidem
186,15128657,168194,558,1,development
168,15128661,59773,747,2,development
174,15128661,59773,747,2,development
169,15128670,11636,1518,2,development
185,15128670,75201,1523,2,development
184,15128674,14044,2363,3,development
184,15128674,83347,1687,3,development
184,15128674,71598,1062,3,development
170,15128678,47452,649,1,glycobiology
186,15128703,89925,559,2,humolgen
186,15128703,4979,2182,2,humolgen
185,15128704,52549,3054,1,humolgen
161,15128745,1243,2673,1,jbc-2004
170,15128747,0,691,1,jbc-2004
173,15130941,96426,463,1,blood
168,15131018,61197,1290,1,endocrinology
160,15131108,4624,2910,3,jbc-2004
160,15131108,7556,3021,3,jbc-2004
160,15131108,10580,2827,3,jbc-2004
165,15131116,66754,2121,2,jbc-2004
165,15131116,44166,2146,2,jbc-2004
164,15131121,7177,1411,2,jbc-2004
171,15131121,7177,1411,2,jbc-2004
166,15132952,77824,41860,2,ajplung
166,15132952,63369,4016,2,ajplung
182,15132968,1484,3039,4,endocrinology
182,15132968,72868,26676,4,endocrinology
182,15132968,7508,3083,4,endocrinology
182,15132968,62850,1680,4,endocrinology
177,15133007,20893,1489,3,jappliedphysio
184,15133007,19191,1699,3,jappliedphysio
184,15133007,20893,1489,3,jappliedphysio
181,15133021,4049,3801,1,jbc-2004
167,15133033,29672,1195,2,jbc-2004
183,15133033,25426,1699,2,jbc-2004
177,15133039,30667,2254,1,jbc-2004
181,15133040,61392,2253,1,jbc-2004
160,15133046,4436,4113,1,jbc-2004
160,15133048,3941,2473,3,jbc-2004
160,15133048,70545,469,3,jbc-2004
160,15133048,747,3191,3,jbc-2004
161,15133109,4947,8197,1,microbio
171,15136293,48970,961,2,ajplung
171,15136293,40240,3412,2,ajplung
182,15136295,3435,227,1,ajplung
169,15136566,34830,1041,4,jbc-2004
169,15136566,15489,2069,4,jbc-2004
169,15136566,30172,1546,4,jbc-2004
169,15136566,47555,9982,4,jbc-2004
185,15138154,34378,599,1,ajpendometa
185,15138156,59259,30325,1,ajpendometa
179,15138251,10056,931,1,jbc-2004
165,15138257,40709,3059,1,jbc-2004
163,15138284,97214,496,1,jcs
169,15138293,75869,1639,1,jcb
172,15138306,46588,1200,3,physiogenomics
177,15138306,57346,1128,3,physiogenomics
177,15138306,71836,39996,3,physiogenomics
162,15138307,22650,1220,1,physiogenomics
182,15140538,19219,788,1,euroheartj
177,15140752,4040,137,2,ajpcell
178,15140752,7143,2380,2,ajpcell
164,15140754,25193,2557,2,ajpendometa
164,15140754,50501,38623,2,ajpendometa
179,15140878,62489,2514,2,jbc-2004
179,15140878,11319,1270,2,jbc-2004
160,15140886,7688,458,2,jbc-2004
160,15140886,3962,3704,2,jbc-2004
179,15141028,66136,2044,6,nar
179,15141028,11337,4478,6,nar
179,15141028,1002,3305,6,nar
179,15141028,4310,4074,6,nar
179,15141028,26255,1898,6,nar
179,15141028,28156,6097,6,nar
163,15141037,109728,524,2,nar
163,15141037,3835,2115,2,nar
179,15142875,19400,334,1,blood
167,15142881,74042,492,6,blood
167,15142881,44711,2508,6,blood
167,15142881,75557,383,6,blood
167,15142881,33043,1191,6,blood
183,15142881,44711,2508,6,blood
183,15142881,75557,383,6,blood
172,15142883,66540,1535,4,blood
172,15142883,42691,409,4,blood
172,15142883,8274,1203,4,blood
172,15142883,36924,294,4,blood
163,15142889,29005,1105,2,carcinogenesis
163,15142889,998,3383,2,carcinogenesis
179,15142956,6587,1871,1,cercor
175,15142962,3949,3652,1,cercor
163,15142975,99106,454,1,development
170,15143058,102187,565,1,jbc-2004
162,15143066,39445,1258,1,jbc-2004
166,15145834,2765,803,2,bjanast
166,15145834,5688,710,2,bjanast
172,15145929,4976,2214,1,jbc-2004
160,15145944,12366,1377,4,jbc-2004
160,15145944,4433,2113,4,jbc-2004
160,15145944,6568,1077,4,jbc-2004
160,15145944,1297,3133,4,jbc-2004
184,15146080,33360,1215,1,rna
171,15148286,58632,1625,1,intimm
182,15148297,2624,3038,3,development
182,15148297,45157,1203,3,development
182,15148297,5665,1365,3,development
183,15148298,3733,1766,1,development
173,15148328,0,374,2,jgenphysio
185,15148328,86472,959,2,jgenphysio
166,15148335,79128,26088,1,jexpmed
179,15148361,60550,1364,1,nar
161,15149955,37184,994,5,ajpendometa
161,15149955,51915,30284,5,ajpendometa
161,15149955,6688,1565,5,ajpendometa
161,15149955,33036,763,5,ajpendometa
165,15149955,51915,30284,5,ajpendometa
182,15150161,27127,1927,1,humolgen
179,15150259,57259,5307,2,jbc-2004
179,15150259,41219,3851,2,jbc-2004
163,15150291,54798,5419,1,jhistocyto
175,15150313,1875,1819,1,jnci
166,15150349,20246,2802,5,nephrodiatransp
166,15150349,6466,974,5,nephrodiatransp
166,15150349,17123,2545,5,nephrodiatransp
166,15150349,8979,970,5,nephrodiatransp
166,15150349,50199,14381,5,nephrodiatransp
182,15151988,4281,80,3,development
182,15151988,4364,3537,3,development
182,15151988,0,282,3,development
180,15151998,25024,2847,1,jbc-2004
164,15152079,8249,4334,1,physiogenomics
162,15155531,50065,25897,1,carcinogenesis
165,15155571,8552,1730,2,endocrinology
165,15155571,17801,3861,2,endocrinology
184,15155578,72942,18527,1,endocrinology
187,15155730,70118,3014,1,jbc-2004
166,15155736,4095,2741,1,jbc-2004
160,15155741,42122,1927,22,jbc-2004
160,15155741,44071,1465,22,jbc-2004
160,15155741,1050,2910,22,jbc-2004
160,15155741,58026,900,22,jbc-2004
160,15155741,29066,1227,22,jbc-2004
160,15155741,55509,922,22,jbc-2004
160,15155741,0,779,22,jbc-2004
160,15155741,60404,2505,22,jbc-2004
160,15155741,50050,629,22,jbc-2004
160,15155741,63329,705,22,jbc-2004
160,15155741,50701,1392,22,jbc-2004
160,15155741,66729,1301,22,jbc-2004
160,15155741,25873,1537,22,jbc-2004
160,15155741,22602,2376,22,jbc-2004
160,15155741,68033,493,22,jbc-2004
160,15155741,58929,1472,22,jbc-2004
160,15155741,68529,1650,22,jbc-2004
160,15155741,56434,1589,22,jbc-2004
160,15155741,3963,1646,22,jbc-2004
160,15155741,53478,1285,22,jbc-2004
160,15155741,52096,1360,22,jbc-2004
160,15155741,45539,736,22,jbc-2004
172,15155752,73489,4937,1,jbc-2004
187,15155767,47993,1537,1,jbc-2004
178,15155816,48928,1803,1,molhumanrep
161,15155853,29908,1463,2,nar
161,15155853,28151,1754,2,nar
163,15155855,26281,2303,2,nar
181,15155855,3939,2730,2,nar
171,15159378,35400,1355,2,intimm
171,15159378,32523,2874,2,intimm
179,15159395,99068,2368,5,jbc-2004
179,15159395,5496,3704,5,jbc-2004
179,15159395,9222,808,5,jbc-2004
179,15159395,10033,2815,5,jbc-2004
179,15159395,1919,3574,5,jbc-2004
168,15159397,28164,1656,17,jbc-2004
168,15159397,0,1043,17,jbc-2004
168,15159397,1654,3053,17,jbc-2004
168,15159397,61914,1650,17,jbc-2004
168,15159397,24779,3363,17,jbc-2004
168,15159397,40371,2967,17,jbc-2004
168,15159397,47701,4040,17,jbc-2004
168,15159397,29907,2739,17,jbc-2004
168,15159397,32649,1518,17,jbc-2004
168,15159397,19922,2042,17,jbc-2004
168,15159397,63586,1858,17,jbc-2004
168,15159397,54244,4603,17,jbc-2004
168,15159397,11492,2405,17,jbc-2004
168,15159397,17236,1411,17,jbc-2004
168,15159397,34170,4607,17,jbc-2004
174,15159397,11492,2405,17,jbc-2004
174,15159397,47701,4040,17,jbc-2004
175,15159405,54569,3578,1,jbc-2004
160,15159455,7628,2785,3,jcs
160,15159455,1381,3195,3,jcs
160,15159455,4654,2971,3,jcs
178,15161751,7179,854,2,diabetes
178,15161751,5875,1301,2,diabetes
164,15161754,65816,20243,2,diabetes
164,15161754,762,3395,2,diabetes
178,15161766,41512,1237,2,diabetes
185,15161766,36379,1428,2,diabetes
178,15161767,27155,10238,1,diabetes
161,15161906,11602,1310,4,jbc-2004
161,15161906,62192,798,4,jbc-2004
161,15161906,60830,1359,4,jbc-2004
161,15161906,56160,1181,4,jbc-2004
182,15161917,9913,1459,1,jbc-2004
182,15161920,59348,1867,1,jbc-2004
176,15161937,72494,3509,2,jcs
187,15161937,91496,1105,2,jcs
186,15163631,82145,3916,3,development
186,15163631,4607,5543,3,development
186,15163631,122692,427,3,development
181,15163634,80504,1611,18,humolgen
181,15163634,96235,540,18,humolgen
181,15163634,9263,1867,18,humolgen
181,15163634,19108,6209,18,humolgen
181,15163634,95724,508,18,humolgen
181,15163634,4140,5120,18,humolgen
181,15163634,29416,1777,18,humolgen
181,15163634,34182,2190,18,humolgen
181,15163634,74192,3695,18,humolgen
181,15163634,50493,4987,18,humolgen
181,15163634,36375,1811,18,humolgen
181,15163634,44814,1801,18,humolgen
181,15163634,59951,7538,18,humolgen
181,15163634,67492,2976,18,humolgen
181,15163634,46618,1872,18,humolgen
181,15163634,0,438,18,humolgen
181,15163634,866,3271,18,humolgen
181,15163634,101599,516,18,humolgen
167,15163660,5868,740,2,jbc-2004
167,15163660,68933,358,2,jbc-2004
179,15163661,8213,532,1,jbc-2004
184,15165994,49856,27995,1,ajpendometa
161,15166035,36858,587,5,blood
166,15166035,39706,324,5,blood
166,15166035,37448,579,5,blood
166,15166035,54217,688,5,blood
166,15166035,40033,528,5,blood
172,15166091,599,2709,1,carcinogenesis
162,15166217,6792,2678,53,jbc-2004
168,15166217,91856,851,53,jbc-2004
168,15166217,31386,1675,53,jbc-2004
168,15166217,50536,2162,53,jbc-2004
168,15166217,33083,1543,53,jbc-2004
168,15166217,28629,1494,53,jbc-2004
168,15166217,6792,2678,53,jbc-2004
168,15166217,74732,2284,53,jbc-2004
168,15166217,35657,1549,53,jbc-2004
168,15166217,46479,4035,53,jbc-2004
168,15166217,25889,2718,53,jbc-2004
168,15166217,24852,1034,53,jbc-2004
168,15166217,13496,1407,53,jbc-2004
168,15166217,846,3148,53,jbc-2004
168,15166217,55639,1020,53,jbc-2004
168,15166217,80971,2953,53,jbc-2004
168,15166217,44759,1717,53,jbc-2004
168,15166217,9473,1830,53,jbc-2004
168,15166217,53582,2054,53,jbc-2004
168,15166217,77019,1582,53,jbc-2004
168,15166217,86841,2539,53,jbc-2004
168,15166217,86265,573,53,jbc-2004
168,15166217,16956,3538,53,jbc-2004
168,15166217,83927,2335,53,jbc-2004
168,15166217,78604,2364,53,jbc-2004
168,15166217,34629,1006,53,jbc-2004
168,15166217,20497,4352,53,jbc-2004
168,15166217,37209,1232,53,jbc-2004
168,15166217,43334,1403,53,jbc-2004
168,15166217,14925,2028,53,jbc-2004
168,15166217,30126,1257,53,jbc-2004
174,15166217,77019,1582,53,jbc-2004
174,15166217,74732,2284,53,jbc-2004
174,15166217,78604,2364,53,jbc-2004
174,15166217,9473,1830,53,jbc-2004
174,15166217,64079,2068,53,jbc-2004
174,15166217,3997,2792,53,jbc-2004
174,15166217,56662,1766,53,jbc-2004
174,15166217,52701,859,53,jbc-2004
174,15166217,38444,2329,53,jbc-2004
174,15166217,846,3148,53,jbc-2004
174,15166217,63141,935,53,jbc-2004
174,15166217,83927,2335,53,jbc-2004
174,15166217,40795,2536,53,jbc-2004
174,15166217,55639,1020,53,jbc-2004
174,15166217,80971,2953,53,jbc-2004
174,15166217,43334,1403,53,jbc-2004
174,15166217,46479,4035,53,jbc-2004
174,15166217,86265,573,53,jbc-2004
174,15166217,0,625,53,jbc-2004
174,15166217,50536,2162,53,jbc-2004
174,15166217,6792,2678,53,jbc-2004
174,15166217,71612,3117,53,jbc-2004
179,15166231,35299,1076,2,jbc-2004
179,15166231,67432,609,2,jbc-2004
162,15166416,44502,1679,1,jgenviro
175,15166419,3184,4710,1,jgenviro
172,15166422,110392,558,1,jgenviro
172,15166427,26509,1184,1,jgenviro
160,15166463,11724,4244,1,jgenviro
160,15166464,5067,2291,2,jgenviro
160,15166464,44507,509,2,jgenviro
160,15166465,4700,4815,3,jgenviro
160,15166465,1841,2411,3,jgenviro
160,15166465,38187,1736,3,jgenviro
184,15169757,60577,826,1,development
184,15169766,32332,1621,2,jbc-2004
184,15169766,47230,3352,2,jbc-2004
167,15169771,52866,975,3,jbc-2004
167,15169771,1018,3390,3,jbc-2004
183,15169771,52866,975,3,jbc-2004
172,15169778,51450,2782,1,jbc-2004
178,15169833,22578,514,1,jcs
172,15169835,100172,493,4,jcs
172,15169835,68940,2426,4,jcs
172,15169835,99775,394,4,jcs
172,15169835,153255,458,4,jcs
166,15169839,102211,526,1,jcs
177,15172463,2043,1546,1,euroheartj
165,15172466,48520,16593,2,euroheartj
165,15172466,40100,1825,2,euroheartj
172,15172883,42299,1065,1,ajprenal
166,15172885,58550,1838,1,ajprenal
172,15172886,42178,28663,1,ajpendometa
185,15172887,32102,1933,13,ajpendometa
185,15172887,6898,304,13,ajpendometa
185,15172887,4105,1571,13,ajpendometa
185,15172887,43269,26134,13,ajpendometa
185,15172887,39887,947,13,ajpendometa
185,15172887,38650,1234,13,ajpendometa
185,15172887,40837,706,13,ajpendometa
185,15172887,5679,1216,13,ajpendometa
185,15172887,724,3243,13,ajpendometa
185,15172887,7205,1164,13,ajpendometa
185,15172887,34038,1380,13,ajpendometa
185,15172887,0,453,13,ajpendometa
185,15172887,8372,997,13,ajpendometa
164,15172942,1806,1728,1,bjp
177,15173123,56023,24518,1,intimm
160,15173173,5949,2670,1,jbc-2004
171,15173177,9514,1335,2,jbc-2004
171,15173177,55036,2954,2,jbc-2004
171,15173206,56065,3111,1,jexpmed
170,15173322,145535,506,1,jcs
180,15173550,52324,1068,1,physiogenomics
182,15175245,4441,5680,2,development
183,15175245,70002,2472,2,development
184,15175250,34798,2649,1,development
164,15175251,56453,1964,3,development
164,15175251,52574,3876,3,development
185,15175251,56453,1964,3,development
176,15175254,67356,591,1,glycobiology
166,15175276,21656,2850,4,humolgen
166,15175276,17179,2387,4,humolgen
166,15175276,0,1068,4,humolgen
166,15175276,1925,3299,4,humolgen
175,15175323,23384,2197,1,jbc-2004
173,15175324,33243,1003,1,jbc-2004
168,15175328,6649,1173,1,jbc-2004
170,15175335,56018,306,1,jbc-2004
170,15175345,55226,1161,4,jbc-2004
170,15175345,17602,1807,4,jbc-2004
176,15175345,17602,1807,4,jbc-2004
176,15175345,55226,1161,4,jbc-2004
166,15178549,585,4104,1,ajpgastro
163,15178575,3286,4097,1,blood
185,15178581,4169,2192,1,blood
179,15178647,50629,2895,2,endocrinology
180,15178647,68121,29333,2,endocrinology
177,15178665,17456,445,1,humanrep
172,15178678,3556,2854,1,jbc-2004
178,15178686,49708,2389,1,jbc-2004
160,15178688,59513,3432,1,jbc-2004
166,15180923,21110,2519,1,ajprenal
162,15180941,45076,21072,3,carcinogenesis
183,15180941,4941,2788,3,carcinogenesis
183,15180941,11509,2436,3,carcinogenesis
162,15180942,18342,4788,1,carcinogenesis
184,15180945,66757,5193,3,carcinogenesis
184,15180945,45726,2771,3,carcinogenesis
184,15180945,26293,3880,3,carcinogenesis
167,15180995,14654,3870,1,jbc-2004
161,15181004,65244,1823,1,jbc-2004
167,15181008,4251,4466,12,jbc-2004
167,15181008,10384,419,12,jbc-2004
167,15181008,72217,785,12,jbc-2004
167,15181008,73005,1553,12,jbc-2004
167,15181008,1012,3236,12,jbc-2004
167,15181008,8739,1642,12,jbc-2004
167,15181008,41399,1560,12,jbc-2004
167,15181008,44274,501,12,jbc-2004
183,15181008,10384,419,12,jbc-2004
183,15181008,1012,3236,12,jbc-2004
183,15181008,39534,1843,12,jbc-2004
183,15181008,8739,1642,12,jbc-2004
168,15184379,37116,800,30,jbc-2004
168,15184379,29083,1120,30,jbc-2004
168,15184379,24930,2279,30,jbc-2004
168,15184379,30942,939,30,jbc-2004
168,15184379,31884,2467,30,jbc-2004
168,15184379,20384,1654,30,jbc-2004
168,15184379,18023,2358,30,jbc-2004
168,15184379,10311,456,30,jbc-2004
168,15184379,30206,733,30,jbc-2004
168,15184379,22041,1454,30,jbc-2004
168,15184379,23517,1410,30,jbc-2004
168,15184379,6671,1324,30,jbc-2004
168,15184379,36226,887,30,jbc-2004
168,15184379,5818,850,30,jbc-2004
168,15184379,0,673,30,jbc-2004
168,15184379,27231,1849,30,jbc-2004
168,15184379,903,2727,30,jbc-2004
168,15184379,15039,2962,30,jbc-2004
168,15184379,3633,2163,30,jbc-2004
168,15184379,34354,1869,30,jbc-2004
174,15184379,6671,1324,30,jbc-2004
174,15184379,3633,2163,30,jbc-2004
174,15184379,5818,850,30,jbc-2004
174,15184379,903,2727,30,jbc-2004
174,15184379,36226,887,30,jbc-2004
174,15184379,31884,2467,30,jbc-2004
174,15184379,30942,939,30,jbc-2004
174,15184379,30206,733,30,jbc-2004
174,15184379,24930,2279,30,jbc-2004
174,15184379,37116,800,30,jbc-2004
186,15184384,27292,1206,2,jbc-2004
186,15184384,31120,1171,2,jbc-2004
186,15184387,59090,1466,5,jbc-2004
186,15184387,1222,3526,5,jbc-2004
186,15184387,4751,2217,5,jbc-2004
186,15184387,62422,798,5,jbc-2004
186,15184387,6990,2890,5,jbc-2004
166,15184403,106031,404,3,jcb
166,15184403,107590,514,3,jcb
166,15184403,120013,362,3,jcb
166,15184499,82156,26738,2,jexpmed
171,15184499,73780,3578,2,jexpmed
166,15184553,19635,497,1,microbio
162,15184585,48526,2561,2,microbio
170,15184585,4032,106,2,microbio
161,15187000,40242,34821,1,ajpendometa
170,15187006,73406,2177,1,ajplung
163,15187018,78650,637,2,blood
169,15187018,78650,637,2,blood
177,15187021,55136,2861,1,blood
167,15187092,12877,3631,1,jbc-2004
178,15187095,4295,2674,1,jbc-2004
166,15187193,39014,1499,3,nephrodiatransp
166,15187193,36451,1383,3,nephrodiatransp
166,15187193,18447,1698,3,nephrodiatransp
161,15187241,17066,21546,1,rheumatolgy
183,15189821,54103,2644,1,ajpcell
181,15190011,1357,3043,8,humolgen
181,15190011,89267,648,8,humolgen
181,15190011,4403,2785,8,humolgen
181,15190011,114850,586,8,humolgen
181,15190011,96503,516,8,humolgen
181,15190011,45299,3222,8,humolgen
181,15190011,0,885,8,humolgen
181,15190011,115439,553,8,humolgen
163,15190067,60441,1578,11,jbc-2004
163,15190067,41206,1927,11,jbc-2004
163,15190067,1440,3579,11,jbc-2004
163,15190067,77054,2433,11,jbc-2004
163,15190067,39377,1826,11,jbc-2004
163,15190067,72236,1566,11,jbc-2004
163,15190067,13681,1396,11,jbc-2004
163,15190067,67935,996,11,jbc-2004
163,15190067,5022,4461,11,jbc-2004
169,15190067,5022,4461,11,jbc-2004
169,15190067,72236,1566,11,jbc-2004
163,15190077,97616,6196,4,jbc-2004
163,15190077,77642,5125,4,jbc-2004
169,15190077,82789,2062,4,jbc-2004
169,15190077,77642,5125,4,jbc-2004
177,15190078,11078,1134,1,jbc-2004
168,15190126,67527,1703,1,nar
175,15190127,1256,3472,1,molbiolevol
180,15191880,88392,46307,1,ajpgastro
179,15191882,20998,796,1,ajpgastro
173,15191889,46091,35104,1,ajpheart
162,15191933,37383,28384,1,ajepidem
162,15192010,20487,2661,1,cercor
187,15192011,136831,298,3,cercor
187,15192011,37920,2619,3,cercor
187,15192011,120461,421,3,cercor
178,15192040,67271,24714,1,endocrinology
176,15192062,12831,906,1,humanrep
162,15192110,52640,2482,4,jbc-2004
162,15192110,55144,3173,4,jbc-2004
186,15192110,52640,2482,4,jbc-2004
186,15192110,55144,3173,4,jbc-2004
173,15194557,43883,2979,4,ajpgastro
173,15194557,56799,16161,4,ajpgastro
173,15194557,24230,3526,4,ajpgastro
173,15194557,27759,3291,4,ajpgastro
163,15194558,21555,1178,8,ajpgastro
163,15194558,20426,1126,8,ajpgastro
163,15194558,22736,2295,8,ajpgastro
163,15194558,31906,1261,8,ajpgastro
163,15194558,16172,4251,8,ajpgastro
163,15194558,106463,5959,8,ajpgastro
163,15194558,5584,833,8,ajpgastro
163,15194558,54549,1204,8,ajpgastro
185,15194678,16564,608,1,jappliedphysio
183,15197160,58813,840,1,development
182,15197161,39868,2768,4,development
182,15197161,4716,123,4,development
182,15197161,65985,2485,4,development
182,15197161,1596,3106,4,development
160,15197226,22191,798,1,jexpmed
171,15198951,84347,406,1,blood
161,15198969,0,160,8,endocrinology
165,15198969,16084,1981,8,endocrinology
165,15198969,2775,1433,8,endocrinology
165,15198969,12769,3312,8,endocrinology
165,15198969,0,160,8,endocrinology
165,15198969,6872,1891,8,endocrinology
165,15198969,758,2014,8,endocrinology
165,15198969,18672,15356,8,endocrinology
164,15198987,4004,2953,1,humolgen
173,15198991,32522,4114,1,humolgen
181,15198993,4035,3620,2,humolgen
181,15198993,85430,522,2,humolgen
181,15198995,85053,535,3,humolgen
181,15198995,3646,2471,3,humolgen
181,15198995,78886,760,3,humolgen
161,15199052,60502,2750,1,jbc-2004
169,15199053,53719,1988,1,jbc-2004
171,15199055,5507,2651,1,jbc-2004
165,15199068,17765,355,1,jbc-2004
162,15199115,19626,613,2,jnci
167,15199115,15907,3680,2,jnci
172,15199119,1183,1248,1,jnci
164,15199190,53075,730,3,physiogenomics
164,15199190,53808,1667,3,physiogenomics
164,15199190,47862,1794,3,physiogenomics
171,15199193,3660,4474,2,nephrodiatransp
171,15199193,19343,7058,2,nephrodiatransp
166,15201140,6794,1476,1,ajpcell
180,15201220,120908,380,10,development
180,15201220,13083,921,10,development
180,15201220,76333,2001,10,development
180,15201220,110611,445,10,development
180,15201220,8833,1948,10,development
180,15201220,56063,1877,10,development
180,15201220,101256,487,10,development
180,15201220,53161,1899,10,development
180,15201220,10784,1881,10,development
180,15201220,78356,2464,10,development
180,15201225,4264,5031,12,development
180,15201225,67381,1685,12,development
180,15201225,1583,2576,12,development
180,15201225,49976,1959,12,development
180,15201225,53760,1496,12,development
180,15201225,69069,2212,12,development
180,15201225,9298,5173,12,development
180,15201225,71284,3446,12,development
180,15201225,83976,529,12,development
180,15201225,51957,1800,12,development
182,15201225,4264,5031,12,development
182,15201225,1583,2576,12,development
184,15201274,60071,3079,3,jbc-2004
184,15201274,29951,1692,3,jbc-2004
184,15201274,56094,2368,3,jbc-2004
168,15201442,40363,2130,1,toxsci
180,15205115,8604,992,1,ajpgastro
177,15205192,23785,7225,2,annonc
184,15205192,23785,7225,2,annonc
175,15205211,887,2061,1,annonc
163,15205357,33339,3738,2,carcinogenesis
163,15205357,42217,2822,2,carcinogenesis
172,15205365,1142,1589,2,carcinogenesis
172,15205365,18807,1554,2,carcinogenesis
164,15208301,9047,1322,5,jbc-2004
164,15208301,34281,2138,5,jbc-2004
171,15208301,49730,1553,5,jbc-2004
171,15208301,9047,1322,5,jbc-2004
171,15208301,34281,2138,5,jbc-2004
167,15208321,8192,2297,1,jbc-2004
162,15208367,16391,3287,2,nar
186,15208367,16391,3287,2,nar
164,15210650,54118,1713,2,intimm
171,15210650,54118,1713,2,intimm
173,15210690,81571,2037,1,jbc-2004
160,15210691,4267,2425,1,jbc-2004
170,15210701,59675,2015,6,jbc-2004
170,15210701,69977,1364,6,jbc-2004
170,15210701,67728,1401,6,jbc-2004
170,15210701,4166,2804,6,jbc-2004
170,15210701,731,3432,6,jbc-2004
176,15210701,4166,2804,6,jbc-2004
171,15210702,8656,1400,1,jbc-2004
186,15210705,4385,3813,1,jbc-2004
169,15210710,81332,1496,3,jbc-2004
169,15210710,10455,1746,3,jbc-2004
169,15210710,56123,3480,3,jbc-2004
162,15210712,4483,3387,1,jbc-2004
179,15210745,90763,18804,1,jexpmed
162,15213235,60461,23732,2,jbc-2004
162,15213235,50527,1759,2,jbc-2004
172,15213331,2699,456,2,rheumatolgy
172,15213331,8013,910,2,rheumatolgy
182,15215207,3699,2229,1,development
169,15215208,57060,750,1,development
161,15215237,46344,3176,1,jbc-2004
163,15215241,60056,2593,3,jbc-2004
163,15215241,7454,1363,3,jbc-2004
169,15215241,7454,1363,3,jbc-2004
170,15215243,4897,3613,2,jbc-2004
176,15215243,4897,3613,2,jbc-2004
173,15215322,20536,2622,2,molbiolevol
173,15215322,57183,1800,2,molbiolevol
177,15217829,57183,1727,1,blood
172,15217838,80596,1247,3,blood
172,15217838,1441,4168,3,blood
172,15217838,9928,2186,3,blood
161,15217901,95436,460,2,cercor
161,15217901,72567,1988,2,cercor
162,15217903,28680,3040,1,carcinogenesis
172,15217905,61342,30843,1,carcinogenesis
160,15218028,70864,697,2,jbc-2004
160,15218028,4830,2724,2,jbc-2004
177,15218188,8730,1968,1,jgenviro
175,15218192,56603,1386,1,jgenviro
160,15218196,4901,3963,2,jgenviro
160,15218196,45898,2113,2,jgenviro
166,15220111,35279,1816,2,ajplung
177,15220111,6035,1658,2,ajplung
175,15220165,7899,2377,1,bjanast
165,15220176,14112,885,1,bjanast
165,15220209,5761,1282,1,diabetes
161,15220210,4504,1697,1,diabetes
160,15220217,30226,11278,1,diabetes
177,15220332,22460,3060,1,jbc-2004
168,15220350,25857,1036,2,jbc-2004
168,15220350,0,751,2,jbc-2004
